,rating,review,processed_review,corrected_review
689,4,Great productREAD MORE,great product,great product
690,5,It is nice the camera also goodREAD MORE,nice camera also good,nice camera also good
691,5,Nice productREAD MORE,nice product,nice product
692,4,SuperREAD MORE,super,super
693,5,WowwwREAD MORE,wowww,wow
694,5,GoodREAD MORE,good,good
695,5,Just AwesomeREAD MORE,awesom,awesome
696,5,Great performanceREAD MORE,great perform,great perform
697,5,Good prisREAD MORE,good pri,good pri
698,5,My  fev. ProductREAD MORE,fev product,few product
699,5,Good mobile and fastREAD MORE,good mobil fast,good mobil fast
700,4,That is good prodecetREAD MORE,good prodecet,good protect
701,5,SupREAD MORE,sup,sup
702,5,PerfectREAD MORE,perfect,perfect
703,5,Awesome.. nothing can beat Apple ..Superb .. go for itREAD MORE,awesom noth beat appl superb go,awesome not beat apply superb go
704,4,Its lil heavy otherwise all goodREAD MORE,lil heavi otherwis good,lil heavy otherwise good
705,5,Good product guys just go for itREAD MORE,good product guy go,good product guy go
706,5,AwesomeREAD MORE,awesom,awesome
707,5,excellent delivery and the product is original with the best sound quality and appearance. got at best price from Flipkart during saleREAD MORE,excel deliveri product origin best sound qualiti appear got best price flipkart sale,excel deliver product origin best sound quality appear got best price flippant sale
708,5,Nice mobileREAD MORE,nice mobil,nice mobil
709,5,GoodREAD MORE,good,good
710,5,I got delivery in 24 to 30 hrs Perfect delivery no damage and delivery guy did open box delivery by himself.Nice colourREAD MORE,got deliveri 24 30 hr perfect deliveri damag deliveri guy open box deliveri himselfnic colour,got deliver 24 30 he perfect deliver damage deliver guy open box deliver himselfin colour
711,5,Best phoneREAD MORE,best phone,best phone
712,4,GoodREAD MORE,good,good
713,4,Everything is good except the Front camera.READ MORE,everyth good except front camera,everyth good except front camera
714,5,Good 👍READ MORE,good 👍,good i
715,5,Product osomeREAD MORE,product osom,product bosom
716,5,Awesome 👌READ MORE,awesom 👌,awesome i
717,5,GoodREAD MORE,good,good
718,5,First iPhone in my life . Switching from Android phone to iphone 14 .using this phone for the last week is just experiencing awesome.READ MORE,first iphon life switch android phone iphon 14 use phone last week experienc awesom,first siphon life switch android phone siphon 14 use phone last week experience awesome
719,5,That's very beautiful and premium that is my 1st iphone 14 and the colour is very brighter.I love it.😊😊READ MORE,that beauti premium 1st iphon 14 colour brighteri love it😊😊,that beauty premium est siphon 14 colour brighter love it
720,5,Good productREAD MORE,good product,good product
721,5,This is best..READ MORE,best,best
722,5,"Excellent Smartphone, Amazing Picture quality, Good sound qualityREAD MORE",excel smartphon amaz pictur qualiti good sound qualiti,excel smartphone amaze pictur quality good sound quality
723,4,Awesome product but should given the earpods as well along with the phoneREAD MORE,awesom product given earpod well along phone,awesome product given earned well along phone
724,5,AwesomeREAD MORE,awesom,awesome
725,5,Fabulous MobileREAD MORE,fabul mobil,kabul mobil
726,5,Good and amazing product and camera are sexyREAD MORE,good amaz product camera sexi,good amaze product camera sex
727,4,Best phone in segmentREAD MORE,best phone segment,best phone segment
728,5,Too much better in service and handset.READ MORE,much better servic handset,much better service handset
729,5,GoodREAD MORE,good,good
730,5,Great productREAD MORE,great product,great product
731,4,"Slight disappointment with night time camera quality and battery performance...... although I upgraded from android, so it may be my misunderstanding about battery performance, but I think my android mobile battery performance was double than this phone......READ MORE",slight disappoint night time camera qualiti batteri perform although upgrad android may misunderstand batteri perform think android mobil batteri perform doubl phone,slight disappoint night time camera quality battery perform although upgrade android may misunderstand battery perform think android mobil battery perform doubt phone
732,5,The best mobile for this priceREAD MORE,best mobil price,best mobil price
733,5,greatREAD MORE,great,great
734,5,Value for moneyREAD MORE,valu money,value money
735,5,Nice i am happy 😊😊😊😊READ MORE,nice happi 😊😊😊😊,nice happy
736,5,Very good productREAD MORE,good product,good product
737,5,Awesome phoneREAD MORE,awesom phone,awesome phone
738,3,ExcellentREAD MORE,excel,excel
739,5,If you have planned to switch from Android to IOS it good choice but it depends up on your budget and your usage of the phone.I phone are much better than android after I am using a month giving this feedback.Thank you FlipkartREAD MORE,plan switch android io good choic depend budget usag phonei phone much better android use month give feedbackthank flipkart,plan switch android io good choice depend budget usage phone phone much better android use month give flippant
740,5,Value of money I move Android to iphone best experience tnx flipkartREAD MORE,valu money move android iphon best experi tnx flipkart,value money move android siphon best expert tax flippant
741,5,GoodREAD MORE,good,good
742,5,Bought Genuine product with great deal 👍🏻READ MORE,bought genuin product great deal 👍🏻,bought genuine product great deal i
743,5,GoodREAD MORE,good,good
744,5,Product is awesomeREAD MORE,product awesom,product awesome
745,3,"Light in weight than iphone 13 , you need to order this phone before 15 days as delivery is too late and nobody response to your mail or phone callREAD MORE",light weight iphon 13 need order phone 15 day deliveri late nobodi respons mail phone call,light weight siphon 13 need order phone 15 day deliver late nobody response mail phone call
746,5,Product is goodREAD MORE,product good,product good
747,5,GoodREAD MORE,good,good
748,5,First time iphone user and its extremely smooth. Loving it!READ MORE,first time iphon user extrem smooth love,first time siphon user extreme smooth love
749,4,GoodREAD MORE,good,good
750,1,Not goodREAD MORE,good,good
751,5,SuperREAD MORE,super,super
752,5,Better than bestREAD MORE,better best,better best
753,5,Thank you for the quick and hassle-free delivery. The product came in good condition and was well packaged.READ MORE,thank quick hasslefre deliveri product came good condit well packag,thank quick deliver product came good conduit well package
754,5,Loved itREAD MORE,love,love
755,5,Kinda iPhoneREAD MORE,kinda iphon,kinda siphon
756,5,Super camera.READ MORE,super camera,super camera
757,3,GoodREAD MORE,good,good
758,5,Great product excellent phone iphone 14 is classic and the yellow colour is looking like very premium . Flipkart service is great super fast delivery of the product.READ MORE,great product excel phone iphon 14 classic yellow colour look like premium flipkart servic great super fast deliveri product,great product excel phone siphon 14 classic yellow colour look like premium flippant service great super fast deliver product
759,5,AwesomeREAD MORE,awesom,awesome
760,5,Amaging phone and Quick delivery.READ MORE,amag phone quick deliveri,mag phone quick deliver
761,5,ExcellentREAD MORE,excel,excel
762,4,The product is good.READ MORE,product good,product good
763,4,Best phone iPhone 14READ MORE,best phone iphon 14,best phone siphon 14
764,5,wonderfulREAD MORE,wonder,wonder
765,5,Best Product ever but you can also go for 13READ MORE,best product ever also go 13,best product ever also go 13
766,2,Over heating problemsREAD MORE,heat problem,heat problem
767,5,Good phone compared to iphone 13 model with better performance and camera. If you're planning between 13 and 14 go for 14 as it is only few thousand differenceREAD MORE,good phone compar iphon 13 model better perform camera your plan 13 14 go 14 thousand differ,good phone compare siphon 13 model better perform camera your plan 13 14 go 14 thousand differ
768,5,Superb ExcellentREAD MORE,superb excel,superb excel
769,3,Product is goodREAD MORE,product good,product good
770,5,Awesome phoneREAD MORE,awesom phone,awesome phone
771,5,just solve the battry problem plz apple...READ MORE,solv battri problem plz appl,sold battle problem ply apply
772,5,Mobile signal not stable network issue up down signal not stable plz replaced my I phone 14  my other I phone signal are stableREAD MORE,mobil signal stabl network issu signal stabl plz replac phone 14 phone signal stabl,mobil signal stab network issue signal stab ply replace phone 14 phone signal stab
773,5,GoodREAD MORE,good,good
774,5,MatchlessREAD MORE,matchless,matchless
775,5,Best phone I have ever experienced.READ MORE,best phone ever experienc,best phone ever experience
776,5,NiceREAD MORE,nice,nice
777,5,GoodREAD MORE,good,good
778,5,Good product .READ MORE,good product,good product
779,5,Best phoneREAD MORE,best phone,best phone
780,5,Nice mobileREAD MORE,nice mobil,nice mobil
781,5,FabulousREAD MORE,fabul,kabul
782,5,Good performance awesome productREAD MORE,good perform awesom product,good perform awesome product
783,5,GoodREAD MORE,good,good
784,5,NiceREAD MORE,nice,nice
785,4,Overall best in segmentREAD MORE,overal best segment,overall best segment
786,5,Best performance... love it...READ MORE,best perform love,best perform love
787,5,GoodREAD MORE,good,good
788,5,AwesomeREAD MORE,awesom,awesome
789,5,As iT is Apple..so the name speaks....all features are superb..doesn't need each and every identification..Thanks seller ..Thanks delivery service and delivery service man for providing The product on time..🙏🙏Thanks FlipkartREAD MORE,appleso name speaksal featur superbdoesnt need everi identificationthank seller thank deliveri servic deliveri servic man provid product time🙏🙏thank flipkart,apples name speaks feature need ever seller thank deliver service deliver service man provide product flippant
790,5,i love itREAD MORE,love,love
791,5,Product is very goodREAD MORE,product good,product good
792,5,Very goodREAD MORE,good,good
793,5,GoodREAD MORE,good,good
794,4,"60 hz display and battery charging speed are the unsatisfactory things, everything else is good.READ MORE",60 hz display batteri charg speed unsatisfactori thing everyth els good,60 he display battery charge speed unsatisfactory thing everyth els good
795,4,Pros :Excellent cameraGood build qualityCons :Design is old as like as Iphone 13Battery back up is poorAs usual no charger with phoneREAD MORE,pro excel cameragood build qualitycon design old like iphon 13batteri back poora usual charger phone,pro excel build design old like siphon back poor usual charger phone
796,5,Excellent Feacture And Camera And MobileREAD MORE,excel feactur camera mobil,excel factor camera mobil
797,5,I am happy with the productREAD MORE,happi product,happy product
798,5,Awesome phoneREAD MORE,awesom phone,awesome phone
799,5,Amazing experienceREAD MORE,amaz experi,amaze expert
800,5,"Happy with the purchase, Got a great deal in the BBD sale!READ MORE",happi purchas got great deal bbd sale,happy purchase got great deal bad sale
801,4,Delivery late by logistics partner. Product ExcellentREAD MORE,deliveri late logist partner product excel,deliver late lost partner product excel
802,5,Osm productsREAD MORE,osm product,om product
803,5,GoodREAD MORE,good,good
804,5,BEST STUFFREAD MORE,best stuff,best stuff
805,4,My new phoneREAD MORE,new phone,new phone
806,5,GreatREAD MORE,great,great
807,5,Satisfied.READ MORE,satisfi,satisfy
808,5,Good productREAD MORE,good product,good product
809,5,Very nice productREAD MORE,nice product,nice product
810,5,It is really amazing productREAD MORE,realli amaz product,really amaze product
811,5,beautifulREAD MORE,beauti,beauty
812,5,"My 1st phone ,Camera is superb Product is perfect but flipkart disappointed me..  they cancelled delivery 2 timesREAD MORE",1st phone camera superb product perfect flipkart disappoint cancel deliveri 2 time,est phone camera superb product perfect flippant disappoint cancel deliver 2 time
813,5,As expected. Genuine Product.READ MORE,expect genuin product,expect genuine product
814,5,NiceREAD MORE,nice,nice
815,5,AwesomeREAD MORE,awesom,awesome
816,5,I phone means security & performance totally it's goodREAD MORE,phone mean secur perform total good,phone mean secure perform total good
817,5,"A fantastic product in terms of build quality and user interface, an obvious when its apple. The night photography is really sharp and improved.READ MORE",fantast product term build qualiti user interfac obviou appl night photographi realli sharp improv,fantasy product term build quality user interface obvious apply night photograph really sharp improv
818,5,Happy 😊READ MORE,happi 😊,happy i
819,5,"Awesome product, got delivery in only one day. Super camera,battery also very good.READ MORE",awesom product got deliveri one day super camerabatteri also good,awesome product got deliver one day super also good
820,5,AwesomeREAD MORE,awesom,awesome
821,5,OsmREAD MORE,osm,om
822,5,Feels a good machine as first time user of apple.READ MORE,feel good machin first time user appl,feel good machine first time user apply
823,5,Nice product in every aspectREAD MORE,nice product everi aspect,nice product ever aspect
824,5,Good ProductREAD MORE,good product,good product
825,5,GoodREAD MORE,good,good
826,5,Loved it 😍.READ MORE,love 😍,love i
827,5,Awesome prodcutREAD MORE,awesom prodcut,awesome product
828,5,"As expected, beautiful product with amazing build quality and a marvelous performanceREAD MORE",expect beauti product amaz build qualiti marvel perform,expect beauty product amaze build quality marvel perform
829,4,Good product.READ MORE,good product,good product
830,4,Just one word Print (“wow”)READ MORE,one word print “wow”,one word print wow
831,5,Great productREAD MORE,great product,great product
832,5,Good and worthREAD MORE,good worth,good worth
833,5,Best phone for useREAD MORE,best phone use,best phone use
834,5,"First time iphone user, liking it very much. Battery is good and fast charging is an additional advantage.READ MORE",first time iphon user like much batteri good fast charg addit advantag,first time siphon user like much battery good fast charge admit advantage
835,5,Original product quality....I happy thku FlipkartREAD MORE,origin product qualityi happi thku flipkart,origin product quality happy thou flippant
836,5,NiceREAD MORE,nice,nice
837,5,Thnaku flipkart and apple too it was a grt phone ever.. what a outstanding performance 👏...READ MORE,thnaku flipkart appl grt phone ever outstand perform 👏,thank flippant apply get phone ever outstayed perform i
838,5,It’s a original product…..READ MORE,it’ origin product…,it origin product
839,3,Not value for money 🤑......READ MORE,valu money 🤑,value money i
840,4,NiceREAD MORE,nice,nice
841,5,ExcellentREAD MORE,excel,excel
842,5,NiceREAD MORE,nice,nice
843,5,Verry goodREAD MORE,verri good,terri good
844,5,Nice mobileREAD MORE,nice mobil,nice mobil
845,5,In mobile phones the iphone is always better…READ MORE,mobil phone iphon alway better…,mobil phone siphon alway better
846,5,ExcellentREAD MORE,excel,excel
847,5,Amazing  phoneREAD MORE,amaz phone,amaze phone
848,5,NiceREAD MORE,nice,nice
849,4,good but price is highREAD MORE,good price high,good price high
850,4,GOODREAD MORE,good,good
851,5,SuperREAD MORE,super,super
852,5,Awesome 😎READ MORE,awesom 😎,awesome i
853,5,Very goodREAD MORE,good,good
854,5,To hot and sexy the Product^redREAD MORE,hot sexi productr,hot sex product
855,4,GoodREAD MORE,good,good
856,5,As we all know apple always give us best and it is one of them really goodREAD MORE,know appl alway give us best one realli good,know apply alway give us best one really good
857,5,Its definitely super good set.READ MORE,definit super good set,definite super good set
858,5,Excellent ProductREAD MORE,excel product,excel product
859,5,AwesomeREAD MORE,awesom,awesome
860,5,Very goodREAD MORE,good,good
861,5,Nice oneREAD MORE,nice one,nice one
862,5,Very nice 👌 👍READ MORE,nice 👌 👍,nice i i
863,5,Osm Mobile it is my 1st experience in iPhone 14 series I m satisfiedREAD MORE,osm mobil 1st experi iphon 14 seri satisfi,om mobil est expert siphon 14 sari satisfy
864,5,GoofREAD MORE,goof,goof
865,5,ClassicREAD MORE,classic,classic
866,5,Very good👍🏻READ MORE,good👍🏻,good
867,5,Very nice phoneREAD MORE,nice phone,nice phone
868,5,No issuesREAD MORE,issu,issue
869,5,Nice productREAD MORE,nice product,nice product
870,5,Colour ossmREAD MORE,colour ossm,colour osso
871,5,Loved it...READ MORE,love,love
872,5,I just love it. Performance is too good. Iphone 14 is a class in itself. I was very Sketptical to buy it Online. But Thanks to Flipkart. Great Job.READ MORE,love perform good iphon 14 class sketptic buy onlin thank flipkart great job,love perform good siphon 14 class skeptic buy online thank flippant great job
873,5,GoodREAD MORE,good,good
874,5,Good and genuine product...READ MORE,good genuin product,good genuine product
875,5,Thanku filipkart best phone in the world ❤️READ MORE,thanku filipkart best phone world ❤️,thank best phone world i
876,5,Phone is good.READ MORE,phone good,phone good
877,5,Thank you 💞READ MORE,thank 💞,thank i
878,5,Worthy product thanks flipkart for the fast deliveryREAD MORE,worthi product thank flipkart fast deliveri,worth product thank flippant fast deliver
879,5,Superbb phone.READ MORE,superbb phone,superb phone
880,5,Its Awesome and smooth. Great experience 👍READ MORE,awesom smooth great experi 👍,awesome smooth great expert i
881,5,NiceREAD MORE,nice,nice
882,4,AwesomeREAD MORE,awesom,awesome
883,5,GoodREAD MORE,good,good
884,5,Excellent 👍READ MORE,excel 👍,excel i
885,5,Good ProductREAD MORE,good product,good product
886,5,Very niceREAD MORE,nice,nice
887,5,So far so goodREAD MORE,far good,far good
888,5,UnbelievableREAD MORE,unbeliev,unbeliever
889,5,goodREAD MORE,good,good
890,5,Just perfect!!READ MORE,perfect,perfect
891,5,GoodREAD MORE,good,good
892,5,excellentREAD MORE,excel,excel
893,5,GreatREAD MORE,great,great
894,5,Loved it..!!READ MORE,love,love
895,5,As expectedREAD MORE,expect,expect
896,5,Awesome 🤩READ MORE,awesom 🤩,awesome i
897,5,Super fine lookREAD MORE,super fine look,super fine look
898,5,PHONE IS JUST AWESOME BUT VOLTE NOT SUPPORTREAD MORE,phone awesom volt support,phone awesome volt support
899,5,Great service by Flipkart. Received the phone within 24 Hrs of order. The phone is excellent and flawless performanceREAD MORE,great servic flipkart receiv phone within 24 hr order phone excel flawless perform,great service flippant receive phone within 24 he order phone excel flawless perform
900,5,It's goodREAD MORE,good,good
901,4,goodREAD MORE,good,good
902,5,GoodREAD MORE,good,good
903,5,FineREAD MORE,fine,fine
904,5,"Just wow, too goodREAD MORE",wow good,wow good
905,5,Nice phoneREAD MORE,nice phone,nice phone
906,5,Awesome 😎READ MORE,awesom 😎,awesome i
907,5,Awsme phone and v beautful colour...READ MORE,awsm phone v beaut colour,was phone i beaut colour
908,5,OkREAD MORE,ok,ok
909,5,Nice productREAD MORE,nice product,nice product
910,5,"Nice mobile, superbly designed, long lasting battery.READ MORE",nice mobil superbl design long last batteri,nice mobil superb design long last battery
911,5,Overall complete packageREAD MORE,overal complet packag,overall complete package
912,4,Good productREAD MORE,good product,good product
913,5,Very niceREAD MORE,nice,nice
914,5,AwesomeREAD MORE,awesom,awesome
915,1,Heating issue comingREAD MORE,heat issu come,heat issue come
916,5,Excellent mobileREAD MORE,excel mobil,excel mobil
917,4,Camera is good!!READ MORE,camera good,camera good
918,5,Love IPhone foreverREAD MORE,love iphon forev,love siphon fore
919,5,I just loved it and thank flipkart for fastest delivery everREAD MORE,love thank flipkart fastest deliveri ever,love thank flippant fastest deliver ever
920,5,Better camera specially in light condition dark condition you feel apple need to work more overall design size perfect battery are more powerful if you looking for iphone should buy more the 256 gbREAD MORE,better camera special light condit dark condit feel appl need work overal design size perfect batteri power look iphon buy 256 gb,better camera special light conduit dark conduit feel apply need work overall design size perfect battery power look siphon buy 256 go
921,5,READ MORE,,
922,4,all gudREAD MORE,gud,gud
923,5,Really Feeling happy with my iPhone 14..Just in one word WoW..❤️READ MORE,realli feel happi iphon 14just one word wow❤️,really feel happy siphon just one word wow
924,5,GoodREAD MORE,good,good
925,5,SuperREAD MORE,super,super
926,4,Everything is excellent wxcept battery backupREAD MORE,everyth excel wxcept batteri backup,everyth excel except battery backup
927,2,Battery percentage dropped 4%in 2 monthsREAD MORE,batteri percentag drop 4in 2 month,battery percentage drop in 2 month
928,5,SuperREAD MORE,super,super
929,5,NiceREAD MORE,nice,nice
930,5,Very goodREAD MORE,good,good
931,5,Excellent!!READ MORE,excel,excel
932,5,Nice oneREAD MORE,nice one,nice one
933,4,awesome it isREAD MORE,awesom,awesome
934,5,Awesome experience. Need to charge battery twice.READ MORE,awesom experi need charg batteri twice,awesome expert need charge battery twice
935,5,"Can shoot great photos, great performance, good battery backup. Thanks Flipkart I got this phone in just 2 days.READ MORE",shoot great photo great perform good batteri backup thank flipkart got phone 2 day,shoot great photo great perform good battery backup thank flippant got phone 2 day
936,5,I loved it ❤️superrrrrrrREAD MORE,love ❤️superrrrrrr,love
937,5,ExcellentREAD MORE,excel,excel
938,5,Loved the phone in this price range. Highly recommended.READ MORE,love phone price rang highli recommend,love phone price rang highly recommend
939,5,"Thanx ,READ MORE",thanx,thanx
940,5,GoodREAD MORE,good,good
941,5,Nice productREAD MORE,nice product,nice product
942,5,Top of the lineREAD MORE,top line,top line
943,5,Good ProductREAD MORE,good product,good product
944,5,NiceREAD MORE,nice,nice
945,5,Good bastREAD MORE,good bast,good last
946,5,Sundrr phoneREAD MORE,sundrr phone,sundry phone
947,4,V goodREAD MORE,v good,i good
948,5,Awesome 🤩READ MORE,awesom 🤩,awesome i
949,5,Nice productREAD MORE,nice product,nice product
950,4,Good productREAD MORE,good product,good product
951,5,"Thank you for quick delivery and I phone is always awesome as you guys now, nothing is comparable to I phone🫰🏻READ MORE",thank quick deliveri phone alway awesom guy noth compar phone🫰🏻,thank quick deliver phone alway awesome guy not compare phone
952,4,Awesome Phone 👍READ MORE,awesom phone 👍,awesome phone i
953,5,Good.. I like itREAD MORE,good like,good like
954,5,Good but small screenREAD MORE,good small screen,good small screen
955,5,Black is OsmREAD MORE,black osm,black om
956,5,You won't ferl like using any other mobile in futureREAD MORE,wont ferl like use mobil futur,wont feel like use mobil futur
957,5,NiceREAD MORE,nice,nice
958,5,Worth the money paidREAD MORE,worth money paid,worth money paid
959,5,Nice camera.Amazing night mode.Battery performance good. Loving it.READ MORE,nice cameraamaz night modebatteri perform good love,nice cameraman night perform good love
960,5,Thank you FlipkartREAD MORE,thank flipkart,thank flippant
961,2,Performance is not goodREAD MORE,perform good,perform good
962,5,GoodREAD MORE,good,good
963,5,I like the new iphone 14. the battery is definitely better than the iPhone 11 I upgraded from. The display and ease of use is surely smoother. Got a great offer price and exchange at Flipkart though I was initially tentative with FK.READ MORE,like new iphon 14 batteri definit better iphon 11 upgrad display eas use sure smoother got great offer price exchang flipkart though initi tent fk,like new siphon 14 battery definite better siphon 11 upgrade display eas use sure smoother got great offer price exchange flippant though into tent ok
964,5,Nothing more to add it speaks for itselfREAD MORE,noth add speak,not add speak
965,5,Fantastic 😍😍😊READ MORE,fantast 😍😍😊,fantasy
966,5,GoodREAD MORE,good,good
967,5,Very attractive Must buyLove It❤️❤️READ MORE,attract must buylov it❤️❤️,attract must baylor
968,5,"What a product. Impressed with its,- Performance - Battery back up- Camera- FeaturesOverall am impressed with this product.READ MORE",product impress perform batteri back camera featuresoveral impress product,product impress perform battery back camera impress product
969,5,NiceREAD MORE,nice,nice
970,5,Love the purchase just because of camera and facing some processer issue in my old phoneREAD MORE,love purchas camera face process issu old phone,love purchase camera face process issue old phone
971,5,Fantastic Phone and FeaturesREAD MORE,fantast phone featur,fantasy phone feature
972,5,"Amazing product, love the design and the feel is awesome Performance is very smooth.READ MORE",amaz product love design feel awesom perform smooth,amaze product love design feel awesome perform smooth
973,5,PerfectREAD MORE,perfect,perfect
974,4,Awesome phoneREAD MORE,awesom phone,awesome phone
975,5,Nice ice phoneREAD MORE,nice ice phone,nice ice phone
976,5,Good productREAD MORE,good product,good product
977,5,Back to upgraded iPhone ☺️READ MORE,back upgrad iphon ☺️,back upgrade siphon i
978,5,Unique ProductREAD MORE,uniqu product,unique product
979,5,My first iPhone Loved it My dream come true momentREAD MORE,first iphon love dream come true moment,first siphon love dream come true moment
980,5,Awesome fone in best price from FlipkartREAD MORE,awesom fone best price flipkart,awesome one best price flippant
981,5,READ MORE,,
982,5,satisfiedREAD MORE,satisfi,satisfy
983,5,God job newREAD MORE,god job new,god job new
984,5,Overall goodREAD MORE,overal good,overall good
985,5,Best Best Best 😍Loved it 😉READ MORE,best best best 😍love 😉,best best best love i
986,5,Amazing phoneREAD MORE,amaz phone,amaze phone
987,5,AwesomeREAD MORE,awesom,awesome
988,4,Best phone 2023READ MORE,best phone 2023,best phone 2023
989,3,Flipkart delivery service is worst . I had to travel 150 KM to get this product. Delivery center denied delivery at home.Iphone 14 pro-Great perfomance no lag .Great build quality . Feel premium Design is good  look attractiveCons -Battery is not good . Need to charge twise in a day Camera is not up to mark Display is yellowishREAD MORE,flipkart deliveri servic worst travel 150 km get product deliveri center deni deliveri homeiphon 14 progreat perfom lag great build qualiti feel premium design good look attractivecon batteri good need charg twise day camera mark display yellowish,flippant deliver service worst travel 150 am get product deliver center deny deliver 14 program perform lag great build quality feel premium design good look battery good need charge twice day camera mark display yellowish
990,5,Awesome productREAD MORE,awesom product,awesome product
991,3,Camera quality is not good compared to priceREAD MORE,camera qualiti good compar price,camera quality good compare price
992,5,Very good gulshan very good behaviourREAD MORE,good gulshan good behaviour,good gustan good behaviour
993,5,NiceREAD MORE,nice,nice
994,5,Thank you FlipkartREAD MORE,thank flipkart,thank flippant
995,5,NiceREAD MORE,nice,nice
996,5,I like itREAD MORE,like,like
997,5,"Simply great, all other reviews are true.READ MORE",simpli great review true,simple great review true
998,5,Phone is really good to useREAD MORE,phone realli good use,phone really good use
999,5,Good mobileREAD MORE,good mobil,good mobil
1000,1,BATTERY BACKUP NOT BATTER.READ MORE,batteri backup batter,battery backup batter
1001,5,Best iPhone everREAD MORE,best iphon ever,best siphon ever
1002,5,Product is amazing as expected from iphone. Got this recently in a sale with a whopping price of 63k including all discounts. Loving it!!!!READ MORE,product amaz expect iphon got recent sale whop price 63k includ discount love,product amaze expect siphon got recent sale whop price ask include discount love
1003,5,AwesomeREAD MORE,awesom,awesome
1004,5,ExcellentREAD MORE,excel,excel
1005,5,Waoo so amazing I phone 14 😎😎😎🥰🥰please buy this I phone 14 series flagship 📱 📷 camera 5/5 ⭐️⭐️⭐️⭐️⭐️Battery 🔋 5/5⭐️⭐️⭐️⭐️⭐️Design  5/5⭐️⭐️⭐️⭐️⭐️Display 5/5 ☄️☄️☄️☄️☄️Value of money 💰 5/5 ⭐️⭐️⭐️⭐️⭐️READ MORE,waoo amaz phone 14 😎😎😎🥰🥰pleas buy phone 14 seri flagship 📱 📷 camera 55 ⭐️⭐️⭐️⭐️⭐️batteri 🔋 55⭐️⭐️⭐️⭐️⭐️design 55⭐️⭐️⭐️⭐️⭐️display 55 ☄️☄️☄️☄️☄️valu money 💰 55 ⭐️⭐️⭐️⭐️⭐️,woo amaze phone 14 buy phone 14 sari flagship i i camera 55 i 55 money i 55
1006,5,NiceREAD MORE,nice,nice
1007,5,AwesomeREAD MORE,awesom,awesome
1008,5,NycREAD MORE,nyc,ny
1009,4,Very goodREAD MORE,good,good
1010,5,As usual all the excitement for unboxing an iPhone.. really mesmerizing with look and feel. Camera quality is top notch 👌..READ MORE,usual excit unbox iphon realli mesmer look feel camera qualiti top notch 👌,usual exit unbox siphon really master look feel camera quality top notch i
1011,5,NiceREAD MORE,nice,nice
1012,5,OkREAD MORE,ok,ok
1013,5,Very fast delivery by Flipkart..Nice and beautiful productREAD MORE,fast deliveri flipkartnic beauti product,fast deliver beauty product
1014,5,Nice productREAD MORE,nice product,nice product
1015,5,I like the phone and awesome phoneREAD MORE,like phone awesom phone,like phone awesome phone
1016,5,Love this phoneREAD MORE,love phone,love phone
1017,4,Super phoneREAD MORE,super phone,super phone
1018,5,BestREAD MORE,best,best
1019,1,"Unnecessary am taking iPhone 14 totally waste of my money..phone is too much heated while charged like china mobiles any time may blast..even fully charged within 3,4 hours usage charge comes to 🪫READ MORE",unnecessari take iphon 14 total wast moneyphon much heat charg like china mobil time may blasteven fulli charg within 34 hour usag charg come 🪫,unnecessary take siphon 14 total wast much heat charge like china mobil time may full charge within 34 hour usage charge come i
1020,5,Good phoneREAD MORE,good phone,good phone
1021,5,"I am using the product since quite a while now, I was previously having XR and this is 100% an upgrade on the same. Battery life is good and phone is a bit handy as well, though not as good as mini phones. Camera has definitely improved a lot in last 4 yrs and that's a massive upgrade. Altogether a great product and a no brainer if you are looking for a 5g handset with decent performance.READ MORE",use product sinc quit previous xr 100 upgrad batteri life good phone bit handi well though good mini phone camera definit improv lot last 4 yr that massiv upgrad altogeth great product brainer look 5g handset decent perform,use product since quit previous or 100 upgrade battery life good phone bit hands well though good mini phone camera definite improv lot last 4 yr that massive upgrade altogether great product trainer look og handset decent perform
1022,5,wow first time shifting from android to iosn its sooo amazing.. phone excels in everything be it camera to haptics to software experience.. glad i ordered iphone 14 instead of 13 there is noticable camera improvement in low light. + 50% more ram makes it future proofREAD MORE,wow first time shift android iosn sooo amaz phone excel everyth camera haptic softwar experi glad order iphon 14 instead 13 notic camera improv low light 50 ram make futur proof,wow first time shift android ion sooo amaze phone excel everyth camera attic software expert glad order siphon 14 instead 13 notice camera improv low light 50 ram make futur proof
1023,1,Heating problem existsREAD MORE,heat problem exist,heat problem exist
1024,5,"Best Deal with Flipkart, best PhoneREAD MORE",best deal flipkart best phone,best deal flippant best phone
1025,5,"Excellent performance,camera is superb , thank you flipkart,READ MORE",excel performancecamera superb thank flipkart,excel superb thank flippant
1026,5,Nice phone as expected from Apple. They could have done something about battery because it is draining fast.READ MORE,nice phone expect appl could done someth batteri drain fast,nice phone expect apply could done someth battery drain fast
1027,5,Excellent Phone. Android phones are nowhere.READ MORE,excel phone android phone nowher,excel phone android phone nowhere
1028,5,"As always, apple just nail it with each of their productsREAD MORE",alway appl nail product,alway apply nail product
1029,5,nice one❤️READ MORE,nice one❤️,nice one
1030,4,Thanks for flipkart for giving me at that price pointREAD MORE,thank flipkart give price point,thank flippant give price point
1031,5,"i like it, smooth like nothing. And please don't compare IOS with Android. ThanksREAD MORE",like smooth like noth pleas dont compar io android thank,like smooth like not pleas dont compare io android thank
1032,5,Best phoneREAD MORE,best phone,best phone
